,head_x,head_y,images,tail_x,tail_y,height,width,head_x_rel,head_y_rel,tail_x_rel,tail_y_rel,specimen_id,phase,order,family,genus
12698,128.1,232.34927234927238,20170221_001/SPCBench-1487702321-000113-001-520-1588-183-440-_rawcolor.png,167.445,260.7068607068607,440.0,183.0,0.7,0.5280665280665281,0.915,0.5925155925155925,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12699,52.8,219.2,20170221_001/SPCBench-1487702933-003175-001-0-632-320-448-_rawcolor.png,123.2,201.6,448.0,320.0,0.165,0.4892857142857143,0.385,0.45,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12700,113.68,179.78625954198472,20170221_001/SPCBench-1487702299-000004-001-0-2100-392-256-_rawcolor.png,166.6,154.38167938931298,256.0,392.0,0.29,0.7022900763358778,0.425,0.6030534351145038,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12701,124.88,209.7684210526316,20170221_001/SPCBench-1487702342-000218-001-480-1524-223-424-_rawcolor.png,153.86999999999995,170.7157894736842,424.0,223.0,0.56,0.4947368421052632,0.69,0.4026315789473684,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12702,126.225,265.5019157088123,20170221_001/SPCBench-1487702464-000828-001-516-740-187-488-_rawcolor.png,171.10500000000005,268.3065134099617,488.0,187.0,0.675,0.5440613026819924,0.915,0.5498084291187739,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12703,62.31999999999999,254.28398791540783,20170221_001/SPCBench-1487702498-001000-001-0-740-304-504-_rawcolor.png,126.16,252.761329305136,504.0,304.0,0.205,0.5045317220543807,0.415,0.5015105740181269,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12704,121.635,233.25285481239803,20170221_001/SPCBench-1487702727-002144-001-544-1528-159-488-_rawcolor.png,141.51,263.07491856677524,488.0,159.0,0.765,0.4779771615008157,0.8899999999999999,0.5390879478827362,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12705,95.2,193.8375350140056,20170221_001/SPCBench-1487702956-003289-000-320-1764-224-400-_rawcolor.png,148.96,178.1512605042017,400.0,224.0,0.425,0.484593837535014,0.665,0.4453781512605042,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12706,123.825,211.02304147465438,20170221_001/SPCBench-1487702637-001695-001-508-1316-195-424-_rawcolor.png,153.07500000000005,260.24827586206897,424.0,195.0,0.635,0.4976958525345622,0.7850000000000001,0.6137931034482759,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12707,123.6,246.99754299754295,20170221_001/SPCBench-1487702966-003339-001-184-556-240-488-_rawcolor.png,152.4,282.968058968059,488.0,240.0,0.515,0.5061425061425061,0.635,0.5798525798525799,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12708,175.12,208.88888888888889,20170221_001/SPCBench-1487702322-000122-000-504-1712-199-376-_rawcolor.png,142.285,243.7037037037037,376.0,199.0,0.88,0.5555555555555556,0.715,0.6481481481481481,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12709,66.0,148.40944881889766,20170221_001/SPCBench-1487702750-002260-000-0-2016-240-304-_rawcolor.png,74.4,120.88188976377951,304.0,240.0,0.275,0.4881889763779528,0.31,0.39763779527559057,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12710,158.02499999999995,236.8195718654434,20170221_001/SPCBench-1487702343-000227-000-488-2068-215-352-_rawcolor.png,160.71249999999995,186.2262996941896,352.0,215.0,0.7349999999999999,0.6727828746177371,0.7474999999999999,0.5290519877675841,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12711,60.8,305.4301675977654,20170221_001/SPCBench-1487702734-002182-001-0-1196-304-544-_rawcolor.png,65.36,268.96089385474863,544.0,304.0,0.2,0.5614525139664804,0.215,0.4944134078212291,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12712,174.47,240.4485981308411,20170221_001/SPCBench-1487702324-000132-000-464-1992-239-384-_rawcolor.png,174.47,233.2710280373832,384.0,239.0,0.73,0.6261682242990654,0.73,0.6074766355140186,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12713,71.28,209.59485530546624,20170221_001/SPCBench-1487702927-003146-000-0-1940-216-336-_rawcolor.png,25.92,156.65594855305466,336.0,216.0,0.33,0.6237942122186495,0.12,0.4662379421221865,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12714,209.1,121.08771929824562,20170221_001/SPCBench-1487702781-002413-000-140-2272-408-232-_rawcolor.png,231.54,120.0701754385965,232.0,408.0,0.5125,0.5219298245614035,0.5675,0.5175438596491229,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12715,132.16000000000003,152.94117647058823,20170221_001/SPCBench-1487702501-001016-001-0-1184-472-280-_rawcolor.png,165.2,87.05882352941177,280.0,472.0,0.28,0.5462184873949579,0.35,0.3109243697478992,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12716,82.08000000000001,244.93114754098357,20170221_001/SPCBench-1487702504-001028-000-0-1792-304-464-_rawcolor.png,104.88,231.2393442622951,464.0,304.0,0.27,0.5278688524590164,0.345,0.498360655737705,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12717,80.56,273.8650306748466,20170221_001/SPCBench-1487702890-002958-001-0-1320-304-496-_rawcolor.png,91.2,246.478527607362,496.0,304.0,0.265,0.5521472392638037,0.3,0.4969325153374233,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12718,38.4,203.2189349112426,20170221_001/SPCBench-1487702896-002992-001-0-1416-256-432-_rawcolor.png,15.36,235.1715976331361,432.0,256.0,0.15,0.470414201183432,0.06,0.5443786982248521,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12719,101.92,126.06511627906977,20170221_001/SPCBench-1487702756-002289-000-0-2444-208-224-_rawcolor.png,97.76,119.81395348837208,224.0,208.0,0.49,0.5627906976744186,0.47,0.5348837209302325,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12720,141.12,260.7202216066482,20170221_001/SPCBench-1487702696-001988-001-168-960-288-520-_rawcolor.png,152.64,282.3268698060942,520.0,288.0,0.49,0.5013850415512465,0.53,0.5429362880886427,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12721,127.84,229.8016997167139,20170221_001/SPCBench-1487702571-001363-001-4-1624-272-480-_rawcolor.png,171.36,223.0028328611898,480.0,272.0,0.47,0.4787535410764873,0.63,0.4645892351274787,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12722,121.8,187.76119402985077,20170221_001/SPCBench-1487702714-002079-001-500-1220-203-408-_rawcolor.png,84.24499999999998,185.73134328358208,408.0,203.0,0.6,0.4601990049751244,0.415,0.4552238805970149,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12723,51.48,191.4920634920635,20170221_001/SPCBench-1487702496-000988-001-0-384-264-416-_rawcolor.png,21.12,220.54603174603176,416.0,264.0,0.195,0.4603174603174604,0.08,0.5301587301587302,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
12724,155.22,198.98477157360404,20170221_001/SPCBench-1487702328-000151-000-504-1956-199-392-_rawcolor.png,135.32000000000002,245.74619289340103,392.0,199.0,0.78,0.5076142131979695,0.6800000000000002,0.6269035532994924,20170221_001,train,Decapoda,Brachyura,Brachyura (Family)
