,head_x,head_y,images,tail_x,tail_y,height,width,head_x_rel,head_y_rel,tail_x_rel,tail_y_rel,specimen_id,phase,order,family,genus
11699,4.2,128.6086956521739,20170221_002/SPCBench-1487703857-000428-002-0-1308-168-464-_rawcolor.png,42.0,282.4347826086957,464.0,168.0,0.025,0.2771739130434783,0.25,0.6086956521739131,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11700,34.0,144.0,20170221_002/SPCBench-1487703938-000831-002-0-1060-200-448-_rawcolor.png,63.0,270.0,448.0,200.0,0.17,0.32142857142857145,0.315,0.6026785714285714,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11701,78.72,136.32,20170221_002/SPCBench-1487703846-000371-002-176-1464-192-456-_rawcolor.png,93.12,267.84,456.0,192.0,0.41,0.29894736842105263,0.485,0.5873684210526315,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11702,99.0,127.0,20170221_002/SPCBench-1487703863-000457-002-4-1388-200-448-_rawcolor.png,96.0,274.0,448.0,200.0,0.495,0.28348214285714285,0.48,0.6116071428571429,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11703,27.0,136.0,20170221_002/SPCBench-1487703959-000938-002-0-1172-200-448-_rawcolor.png,55.00000000000001,297.0,448.0,200.0,0.135,0.3035714285714285,0.275,0.6629464285714286,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11704,16.32,128.7336244541485,20170221_002/SPCBench-1487703974-001010-003-0-672-192-440-_rawcolor.png,42.24,270.9170305676856,440.0,192.0,0.085,0.2925764192139738,0.22,0.6157205240174672,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11705,29.120000000000005,127.85150812064964,20170221_002/SPCBench-1487703937-000828-002-0-1044-208-448-_rawcolor.png,65.52,287.92575406032483,448.0,208.0,0.14,0.2853828306264501,0.315,0.6426914153132249,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11706,72.68,133.30645161290323,20170221_002/SPCBench-1487704022-001251-001-432-1920-184-456-_rawcolor.png,94.76,285.0,456.0,184.0,0.395,0.2923387096774194,0.515,0.625,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11707,66.24,117.63968668407313,20170221_002/SPCBench-1487704023-001254-002-416-1960-184-352-_rawcolor.png,103.96,245.38903394255883,352.0,184.0,0.36,0.3342036553524804,0.565,0.6971279373368147,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11708,46.08,102.76671214188269,20170221_002/SPCBench-1487704016-001220-002-40-2208-96-352-_rawcolor.png,73.44,240.58935879945432,352.0,96.0,0.48,0.29195088676671216,0.765,0.6834924965893588,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11709,88.48,264.52747252747247,20170221_002/SPCBench-1487703865-000468-002-0-1324-224-408-_rawcolor.png,10.08,116.57142857142857,408.0,224.0,0.395,0.6483516483516484,0.045,0.2857142857142857,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11710,69.92,332.93457943925233,20170221_002/SPCBench-1487703904-000660-002-244-1160-152-488-_rawcolor.png,91.96,140.62305295950156,488.0,152.0,0.46,0.6822429906542056,0.605,0.2881619937694704,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11711,92.56,295.6712328767124,20170221_002/SPCBench-1487703971-000996-003-0-596-208-456-_rawcolor.png,43.68,138.46575342465755,456.0,208.0,0.445,0.6484018264840183,0.21,0.3036529680365297,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11712,86.52,301.74859287054414,20170221_002/SPCBench-1487703862-000451-002-0-1360-168-448-_rawcolor.png,79.8,124.39774859287054,448.0,168.0,0.515,0.6735459662288931,0.475,0.2776735459662289,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11713,60.48,320.2608695652174,20170221_002/SPCBench-1487703949-000888-003-0-960-168-464-_rawcolor.png,9.66,133.23188405797103,464.0,168.0,0.36000000000000004,0.6902173913043478,0.0575,0.28713768115942034,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11714,64.4,254.65868263473052,20170221_002/SPCBench-1487703775-000018-003-588-588-115-384-_rawcolor.png,105.225,101.17365269461078,384.0,115.0,0.56,0.6631736526946108,0.915,0.2634730538922156,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11715,77.44,269.1247357293869,20170221_002/SPCBench-1487703837-000325-002-512-1624-176-416-_rawcolor.png,107.36,128.40591966173358,416.0,176.0,0.44,0.6469344608879493,0.61,0.3086680761099366,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11716,84.56,296.9038785834739,20170221_002/SPCBench-1487703838-000331-001-552-1772-151-448-_rawcolor.png,97.395,129.9426644182125,448.0,151.0,0.56,0.6627318718381113,0.645,0.29005059021922425,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11717,61.64,291.6139630390144,20170221_002/SPCBench-1487703922-000752-002-0-900-184-448-_rawcolor.png,33.12,126.0287474332649,448.0,184.0,0.335,0.6509240246406571,0.18,0.2813141683778234,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11718,60.8,282.625,20170221_002/SPCBench-1487703886-000572-003-0-1272-128-368-_rawcolor.png,9.28,112.53722222222223,368.0,128.0,0.475,0.7680027173913043,0.07250000000000001,0.3058076690821256,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11719,72.0,307.2,20170221_002/SPCBench-1487703985-001065-003-0-1084-192-432-_rawcolor.png,25.92,138.24,432.0,192.0,0.375,0.7111111111111111,0.135,0.32,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11720,68.08,321.255230125523,20170221_002/SPCBench-1487703916-000720-003-0-860-184-440-_rawcolor.png,20.24,132.55230125523013,440.0,184.0,0.37,0.7301255230125523,0.11,0.301255230125523,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11721,89.28,312.96,20170221_002/SPCBench-1487703877-000527-002-108-836-192-432-_rawcolor.png,96.0,133.44,432.0,192.0,0.465,0.7244444444444444,0.5,0.3088888888888889,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11722,65.56,298.32,20170221_002/SPCBench-1487703853-000406-002-0-1352-176-440-_rawcolor.png,7.48,121.88,440.0,176.0,0.3725,0.6779999999999999,0.0425,0.277,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11723,56.88,313.7251184834123,20170221_002/SPCBench-1487703847-000378-002-0-1444-144-456-_rawcolor.png,7.56,132.90995260663507,456.0,144.0,0.395,0.6879936808846759,0.052500000000000005,0.2914691943127962,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
11724,97.695,306.4136622390892,20170221_002/SPCBench-1487703841-000347-001-536-1684-167-440-_rawcolor.png,75.985,136.0910815939279,440.0,167.0,0.585,0.6963946869070209,0.455,0.3092979127134725,20170221_002,train,Euphausiacea,Euphausiidae,Euphausiidae (Family)
